Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),-0.10876132930513595,-0.31316640058126366,0.4665948275862069,1.0,1.0,13/13,100.00%,ALPL;LEP;GATM;LEPR;APLP2;MUC1;FH;DBH;FABP5;LCN2;ADIPOQ;CD36;FABP4
prerank,Negative Regulation Of Interleukin-2 Production (GO:0032703),-0.08433734939759036,-0.3130234516017677,0.6221052631578947,1.0,1.0,7/7,100.00%,PTPRC;CR1;PRNP;SFTPD;EZR;VSIG4;HAVCR2
prerank,Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088),-0.08425275827482448,-0.31144960722921916,0.7043568464730291,1.0,1.0,5/5,100.00%,ANXA4;PSMD10;TMSB4X;ARRB1;HAVCR2
prerank,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),-0.10831234256926951,-0.3096049567128706,0.4436008676789588,1.0,1.0,14/14,100.00%,LRG1;EPHA4;EFNA1;SDCBP;TGFB1;SERPINB3;TGFBR2;GLIPR2;VASN;TNXB;OLFM1;DAG1;AGT;COL1A1
prerank,Regulation Of Keratinocyte Proliferation (GO:0010837),-0.0802407221664995,-0.3074157918067469,0.72840790842872,1.0,1.0,5/5,100.00%,LRG1;TGM1;CDH3;CRNN;PTPRK
prerank,Regulation Of Cellular Catabolic Process (GO:0031329),-0.08329152032112393,-0.3073816514716399,0.6768100734522561,1.0,1.0,6/6,100.00%,LONP2;ABCD1;PIP4K2A;PSAP;HSPB1;RAB8A
prerank,Keratinocyte Differentiation (GO:0030216),-0.12058526740665994,-0.3069273031197457,0.4317673378076063,1.0,1.0,17/17,100.00%,SCEL;EVPL;S100A7;TGM1;KRT16;LORICRIN;ASAH1;ANXA1;IVL;SPRR3;CDSN;DSP;CLIC4;FGFR1;KRT10;CASP3;CSTA
prerank,Regulation Of Lamellipodium Morphogenesis (GO:2000392),-0.07773319959879639,-0.3057939438560291,0.6992715920915713,1.0,1.0,5/5,100.00%,CORO1B;SRC;ENPP2;CD44;CORO1C
prerank,Negative Regulation Of Epithelial Cell Migration (GO:0010633),-0.07785032646911101,-0.3057399423660339,0.6176470588235294,1.0,1.0,8/8,100.00%,EVL;GDF2;PTPRG;APOH;APOE;THBS1;PTPRM;CORO1C
prerank,Purine-Containing Compound Biosynthetic Process (GO:0072522),-0.08237066800602713,-0.3056290117196159,0.6046511627906976,1.0,1.0,8/8,100.00%,SHMT1;MTHFD1;ADSL;PAICS;HPRT1;PNP;PRPS1;GMPS
prerank,Bicellular Tight Junction Assembly (GO:0070830),-0.07973921765295888,-0.3055829210967615,0.7040498442367601,1.0,1.0,5/5,100.00%,POF1B;PDCD6IP;CDH5;ESAM;PECAM1
prerank,Cellular Response To Light Stimulus (GO:0071482),-0.08032128514056225,-0.30293654195848213,0.655982905982906,1.0,1.0,7/7,100.00%,SMPD1;DMBT1;DDB1;NPM1;PRKCD;EIF2S1;PTPRK
prerank,Sensory Perception Of Sound (GO:0007605),-0.10825780463242698,-0.3026094199215177,0.4632829373650108,1.0,1.0,13/13,100.00%,MYH7B;COL2A1;ATP2B2;COL11A2;SERPINB6;ROR1;SOD1;CEMIP;MYO7B;WDR1;KIT;CDH23;COL1A1
prerank,Response To Unfolded Protein (GO:0006986),-0.09049773755656107,-0.3012115309447087,0.5731182795698925,1.0,1.0,10/10,100.00%,HSPD1;HSP90AB1;HSPE1;BAX;HSP90AA1;ERP44;HSPA4;HSPA8;HSPH1;HSPB1
